Suburb,Rooms,Type,Price,Year,Distance,CouncilArea
WANTIRNA,4,h,1020000,2017,14,Knox City Council
WANTIRNA,4,h,980000,2017,14,Knox City Council
WANTIRNA,4,h,970000,2017,14,Knox City Council
WANTIRNA,4,h,1405000,2017,14,Knox City Council
WANTIRNA,4,h,1011000,2017,14,Knox City Council
WANTIRNA,4,h,930000,2017,14,Knox City Council
WANTIRNA,3,h,815000,2017,14,Knox City Council
WANTIRNA SOUTH,2,h,560000,2017,14,Knox City Council
WANTIRNA SOUTH,4,h,1226000,2017,14,Knox City Council
WERRIBEE,3,h,440000,2017,14,Wyndham City Council
WERRIBEE,3,h,550000,2017,14,Wyndham City Council
WERRIBEE,3,h,445000,2017,14,Wyndham City Council
WERRIBEE,4,h,462000,2017,14,Wyndham City Council
WEST FOOTSCRAY,3,h,900000,2017,6,Maribyrnong City Council
WEST FOOTSCRAY,2,u,266000,2017,6,Maribyrnong City Council
WEST FOOTSCRAY,3,h,830000,2017,6,Maribyrnong City Council
WEST FOOTSCRAY,2,h,888000,2017,6,Maribyrnong City Council
WEST FOOTSCRAY,3,h,1040000,2017,6,Maribyrnong City Council
WEST MELBOURNE,2,t,1013000,2017,3,Melbourne City Council
WEST MELBOURNE,3,t,1171000,2017,3,Melbourne City Council
WHEELERS HILL,5,h,1455000,2017,16,Monash City Council
WILLIAMSTOWN,3,h,1810000,2017,6,Hobsons Bay City Council
WILLIAMSTOWN,2,h,855000,2017,6,Hobsons Bay City Council
WOLLERT,4,h,537000,2017,25,Whittlesea City Council
WYNDHAM VALE,3,h,370000,2017,27,Wyndham City Council
YALLAMBIE,3,h,721500,2017,12,Banyule City Council
YARRAVILLE,2,h,1035000,2017,6,Maribyrnong City Council
YARRAVILLE,3,h,1370000,2017,6,Maribyrnong City Council
YARRAVILLE,2,h,650000,2017,6,Maribyrnong City Council
YARRAVILLE,2,h,820000,2017,6,Maribyrnong City Council
YARRAVILLE,3,h,750000,2017,6,Maribyrnong City Council
YARRAVILLE,2,u,497600,2017,6,Maribyrnong City Council
YARRAVILLE,3,h,970000,2017,6,Maribyrnong City Council
AIRPORT WEST,3,h,660000,2018,10,Moonee Valley City Council
ALBANVALE,3,h,549000,2018,14,Brimbank City Council
ALBERT PARK,3,h,3850000,2018,3,Port Phillip City Council
ALPHINGTON,3,t,830000,2018,5,Darebin City Council
ALTONA MEADOWS,3,h,707000,2018,15,Hobsons Bay City Council
ARDEER,4,h,720000,2018,12,Brimbank City Council
ARDEER,3,h,750000,2018,12,Brimbank City Council
ARDEER,3,u,575000,2018,12,Brimbank City Council
ARMADALE,2,u,542500,2018,6,Stonnington City Council
ASCOT VALE,2,u,515000,2018,4,Moonee Valley City Council
ASHBURTON,2,h,1425000,2018,10,Boroondara City Council
ASHBURTON,3,h,1270000,2018,10,Boroondara City Council
ATTWOOD,3,h,790000,2018,16,Hume City Council
AVONDALE HEIGHTS,3,h,820000,2018,9,Moonee Valley City Council
AVONDALE HEIGHTS,3,t,655000,2018,9,Moonee Valley City Council
BALWYN,4,h,2800000,2018,7,Boroondara City Council
BALWYN NORTH,4,t,1825000,2018,9,Boroondara City Council
BEAUMARIS,3,h,1615000,2018,17,Bayside City Council
BELGRAVE SOUTH,4,h,1622500,2018,30,Yarra Ranges Shire Council
BENTLEIGH,4,h,1360000,2018,11,Glen Eira City Council
BENTLEIGH EAST,2,u,609000,2018,13,Glen Eira City Council
BENTLEIGH EAST,3,h,1227500,2018,13,Glen Eira City Council
BENTLEIGH EAST,4,t,1250000,2018,13,Glen Eira City Council
BENTLEIGH EAST,4,h,1190000,2018,13,Glen Eira City Council
BENTLEIGH EAST,2,t,865000,2018,13,Glen Eira City Council
BENTLEIGH EAST,4,h,1258000,2018,13,Glen Eira City Council
BENTLEIGH EAST,3,h,1120000,2018,13,Glen Eira City Council
BENTLEIGH EAST,4,t,1220000,2018,13,Glen Eira City Council
BENTLEIGH EAST,3,h,1050000,2018,13,Glen Eira City Council
BERWICK,4,h,870000,2018,35,Casey City Council
BERWICK,4,h,1265000,2018,35,Casey City Council
BLACKBURN,3,u,1250000,2018,13,Whitehorse City Council
BLACKBURN,3,h,750000,2018,13,Whitehorse City Council
BLACKBURN,5,h,1902000,2018,13,Whitehorse City Council
BLACKBURN,4,h,1750000,2018,13,Whitehorse City Council
BLACKBURN NORTH,3,h,1038000,2018,13,Whitehorse City Council
BLACKBURN NORTH,4,h,1555000,2018,13,Whitehorse City Council
BLACKBURN NORTH,4,h,1210000,2018,13,Whitehorse City Council
BLACKBURN SOUTH,4,h,1250000,2018,13,Whitehorse City Council
BONBEACH,2,h,923000,2018,27,Kingston City Council
BOX HILL,2,u,575000,2018,10,Whitehorse City Council
BRAYBROOK,3,h,1350000,2018,8,Maribyrnong City Council
BRAYBROOK,3,h,1350000,2018,8,Maribyrnong City Council
BRAYBROOK,2,t,568000,2018,8,Maribyrnong City Council
BRIGHTON,4,h,3700000,2018,10,Bayside City Council
BRIGHTON EAST,2,u,595000,2018,10,Bayside City Council
BROADMEADOWS,3,h,720000,2018,14,Hume City Council
BROADMEADOWS,3,h,600000,2018,14,Hume City Council
BROADMEADOWS,4,h,725000,2018,14,Hume City Council
BROADMEADOWS,2,h,433500,2018,14,Hume City Council
BROADMEADOWS,3,t,581000,2018,14,Hume City Council
BRUNSWICK,2,h,1170000,2018,5,Moreland City Council
BRUNSWICK,3,h,1410000,2018,5,Moreland City Council
BRUNSWICK,2,h,1160000,2018,5,Moreland City Council
BRUNSWICK,4,h,1200000,2018,5,Moreland City Council
BRUNSWICK,2,t,865000,2018,5,Moreland City Council
BRUNSWICK,3,h,865000,2018,5,Moreland City Council
BRUNSWICK,2,h,730000,2018,5,Moreland City Council
BRUNSWICK,3,h,1330000,2018,5,Moreland City Council
BRUNSWICK EAST,3,t,960000,2018,4,Moreland City Council
BRUNSWICK WEST,2,h,800000,2018,5,Moreland City Council
BRUNSWICK WEST,2,u,375000,2018,5,Moreland City Council
BRUNSWICK WEST,2,u,430000,2018,5,Moreland City Council
BUNDOORA,3,h,730000,2018,12,Banyule City Council
BUNDOORA,3,h,699000,2018,12,Banyule City Council
BUNDOORA,3,h,733000,2018,12,Banyule City Council
BUNDOORA,4,h,707000,2018,12,Banyule City Council
BUNDOORA,4,h,720000,2018,12,Banyule City Council
BURWOOD,3,h,945000,2018,10,Monash City Council
BURWOOD,3,u,696000,2018,10,Monash City Council
BURWOOD,4,h,1281000,2018,10,Monash City Council
BURWOOD,4,t,1161000,2018,10,Monash City Council
BURWOOD,3,h,1039000,2018,10,Monash City Council
CAMBERWELL,3,h,2160000,2018,7,Boroondara City Council
CAMBERWELL,4,t,1600000,2018,7,Boroondara City Council
CARLTON,2,h,800000,2018,1,Melbourne City Council
CARLTON NORTH,3,h,1320000,2018,3,Melbourne City Council
CARLTON NORTH,3,h,930000,2018,3,Melbourne City Council
CARNEGIE,2,u,755000,2018,10,Glen Eira City Council
CARNEGIE,2,u,680000,2018,10,Glen Eira City Council
CARNEGIE,4,h,1420000,2018,10,Glen Eira City Council
CARNEGIE,3,h,880000,2018,10,Glen Eira City Council
CARNEGIE,4,h,1680000,2018,10,Glen Eira City Council
CARNEGIE,1,u,310000,2018,10,Glen Eira City Council
CAROLINE SPRINGS,3,h,487750,2018,14,Melton City Council
CARRUM,2,u,550000,2018,31,Kingston City Council
CARRUM DOWNS,3,h,550000,2018,34,Frankston City Council
CHADSTONE,3,t,901000,2018,11,Monash City Council
CHADSTONE,4,t,1160000,2018,11,Monash City Council
CHADSTONE,3,t,872000,2018,11,Monash City Council
CHELTENHAM,3,h,1400000,2018,17,Bayside City Council
CHELTENHAM,3,t,1170000,2018,17,Bayside City Council
CHELTENHAM,2,t,675000,2018,17,Bayside City Council
CLARINDA,4,h,791000,2018,17,Kingston City Council
CLAYTON,4,t,890000,2018,16,Monash City Council
CLIFTON HILL,3,h,1413000,2018,3,Yarra City Council
COBURG,3,h,1050000,2018,6,Darebin City Council
COBURG,2,t,676000,2018,6,Darebin City Council
COBURG,3,h,760000,2018,6,Darebin City Council
COBURG,3,h,970000,2018,6,Darebin City Council
COBURG,3,h,950000,2018,6,Darebin City Council
COBURG,3,h,1100000,2018,6,Darebin City Council
COBURG NORTH,2,t,500000,2018,6,Darebin City Council
COLLINGWOOD,3,h,1780000,2018,2,Yarra City Council
CRAIGIEBURN,3,h,495000,2018,20,Hume City Council
CRAIGIEBURN,2,h,420000,2018,20,Hume City Council
CRAIGIEBURN,4,h,602500,2018,20,Hume City Council
CRAIGIEBURN,4,h,622500,2018,20,Hume City Council
CRAIGIEBURN,4,h,732000,2018,20,Hume City Council
CROYDON,3,u,560000,2018,23,Maroondah City Council
CROYDON,4,t,820000,2018,23,Maroondah City Council
CROYDON,4,h,725500,2018,23,Maroondah City Council
CROYDON NORTH,4,h,975000,2018,23,Maroondah City Council
DALLAS,3,h,490000,2018,14,Hume City Council
DANDENONG,4,h,770001,2018,24,Greater Dandenong City Council
DANDENONG,4,h,680000,2018,24,Greater Dandenong City Council
DANDENONG NORTH,3,h,620000,2018,24,Greater Dandenong City Council
DINGLEY VILLAGE,3,t,692000,2018,22,Kingston City Council
DINGLEY VILLAGE,4,h,1060000,2018,22,Kingston City Council
DONCASTER EAST,4,h,1225000,2018,14,Manningham City Council
DONVALE,3,u,745000,2018,16,Manningham City Council
DOREEN,4,h,624000,2018,25,Nillumbik Shire Council
DOREEN,3,h,495000,2018,25,Nillumbik Shire Council
DOREEN,4,h,541000,2018,25,Nillumbik Shire Council
DOREEN,4,h,680000,2018,25,Nillumbik Shire Council
EAGLEMONT,4,h,1840000,2018,8,Banyule City Council
EAST MELBOURNE,2,u,1051260,2018,1,Melbourne City Council
EDITHVALE,2,u,668000,2018,27,Kingston City Council
ELSTERNWICK,2,u,787000,2018,7,Glen Eira City Council
ELSTERNWICK,2,u,440000,2018,7,Glen Eira City Council
ELSTERNWICK,3,h,1477000,2018,7,Glen Eira City Council
ELTHAM,4,h,1250000,2018,18,Banyule City Council
ELTHAM,4,h,1425000,2018,18,Banyule City Council
ELTHAM NORTH,4,h,865000,2018,18,Banyule City Council
EPPING,4,h,710000,2018,19,Whittlesea City Council
EPPING,3,h,620000,2018,19,Whittlesea City Council
EPPING,4,h,665000,2018,19,Whittlesea City Council
EPPING,3,h,556000,2018,19,Whittlesea City Council
ESSENDON,4,h,1900000,2018,7,Moonee Valley City Council
ESSENDON,1,u,315000,2018,7,Moonee Valley City Council
ESSENDON,4,h,1940000,2018,7,Moonee Valley City Council
ESSENDON WEST,2,u,377000,2018,7,Moonee Valley City Council
FAIRFIELD,3,h,1050000,2018,5,Darebin City Council
FAWKNER,4,h,816000,2018,13,Hume City Council
FAWKNER,3,h,800000,2018,13,Hume City Council
FITZROY,3,u,1400000,2018,2,Yarra City Council
FITZROY,3,u,1021000,2018,2,Yarra City Council
FITZROY NORTH,2,u,470000,2018,3,Moreland City Council
FOOTSCRAY,2,u,410000,2018,5,Maribyrnong City Council
FOOTSCRAY,2,h,835000,2018,5,Maribyrnong City Council
FOREST HILL,3,h,916000,2018,15,Whitehorse City Council
FRANKSTON,2,u,471000,2018,38,Frankston City Council
FRANKSTON,3,t,625000,2018,38,Frankston City Council
GLADSTONE PARK,3,h,620000,2018,12,Hume City Council
GLADSTONE PARK,4,h,765000,2018,12,Hume City Council
GLEN HUNTLY,2,u,540000,2018,10,Glen Eira City Council
GLEN IRIS,3,h,1260000,2018,7,Boroondara City Council
GLEN IRIS,4,h,1600000,2018,7,Boroondara City Council
GLEN WAVERLEY,3,h,1586000,2018,16,Monash City Council
GLEN WAVERLEY,4,t,1108000,2018,16,Monash City Council
GLEN WAVERLEY,5,h,2000000,2018,16,Monash City Council
GLEN WAVERLEY,4,h,1228000,2018,16,Monash City Council
GLENROY,2,h,815000,2018,11,Moreland City Council
GLENROY,3,h,501000,2018,11,Moreland City Council
GLENROY,3,h,621000,2018,11,Moreland City Council
GLENROY,3,t,551500,2018,11,Moreland City Council
GLENROY,3,h,665000,2018,11,Moreland City Council
GLENROY,2,h,660000,2018,11,Moreland City Council
GLENROY,3,h,603500,2018,11,Moreland City Council
GLENROY,3,h,910500,2018,11,Moreland City Council
GOWANBRAE,3,h,600000,2018,12,Moreland City Council
GREENVALE,4,h,832500,2018,20,Hume City Council
GREENVALE,5,h,581000,2018,20,Hume City Council
HAMPTON EAST,3,h,1400000,2018,13,Bayside City Council
HAWTHORN,2,u,606000,2018,5,Boroondara City Council
HAWTHORN,3,u,1050000,2018,5,Boroondara City Council
HAWTHORN EAST,2,u,627000,2018,6,Boroondara City Council
HAWTHORN EAST,2,u,1038000,2018,6,Boroondara City Council
HAWTHORN EAST,4,h,2325000,2018,6,Boroondara City Council
HEATHMONT,3,h,876000,2018,21,Maroondah City Council
HEIDELBERG HEIGHTS,3,h,750000,2018,8,Banyule City Council
HEIDELBERG HEIGHTS,3,h,730000,2018,8,Banyule City Council
HEIDELBERG HEIGHTS,2,t,705000,2018,8,Banyule City Council
HEIDELBERG WEST,3,h,880000,2018,8,Banyule City Council
HIGHETT,4,h,2040000,2018,16,Bayside City Council
HILLSIDE,4,h,800000,2018,18,Brimbank City Council
HILLSIDE,3,h,593500,2018,18,Brimbank City Council
HOPPERS CROSSING,3,h,550000,2018,18,Wyndham City Council
HOPPERS CROSSING,3,h,580000,2018,18,Wyndham City Council
HOPPERS CROSSING,3,h,488500,2018,18,Wyndham City Council
HOPPERS CROSSING,3,h,614000,2018,18,Wyndham City Council
HOPPERS CROSSING,5,h,651000,2018,18,Wyndham City Council
HOPPERS CROSSING,3,h,591000,2018,18,Wyndham City Council
HOPPERS CROSSING,5,h,715000,2018,18,Wyndham City Council
HUNTINGDALE,4,h,1060000,2018,12,Monash City Council
IVANHOE,3,h,1925000,2018,7,Banyule City Council
JACANA,3,h,550000,2018,14,Hume City Council
JACANA,3,h,630000,2018,14,Hume City Council
KEILOR DOWNS,3,u,535000,2018,15,Brimbank City Council
KEILOR DOWNS,3,h,797000,2018,15,Brimbank City Council
KENSINGTON,3,h,1088000,2018,3,Melbourne City Council
KEW,2,h,1285000,2018,5,Boroondara City Council
KEW,3,t,1070000,2018,5,Boroondara City Council
KEYSBOROUGH,5,h,1615000,2018,25,Greater Dandenong City Council
KINGSBURY,3,h,759000,2018,12,Darebin City Council
KOOYONG,4,h,2100000,2018,5,Stonnington City Council
LALOR,4,h,680000,2018,16,Whittlesea City Council
LALOR,3,h,580000,2018,16,Whittlesea City Council
LALOR,3,h,661000,2018,16,Whittlesea City Council
LALOR,3,h,650000,2018,16,Whittlesea City Council
LILYDALE,1,t,332000,2018,29,Yarra Ranges Shire Council
MAIDSTONE,3,u,722500,2018,6,Maribyrnong City Council
MAIDSTONE,2,t,656000,2018,6,Maribyrnong City Council
MAIDSTONE,2,u,557000,2018,6,Maribyrnong City Council
MAIDSTONE,2,u,370000,2018,6,Maribyrnong City Council
MAIDSTONE,2,u,425000,2018,6,Maribyrnong City Council
MALVERN,5,h,3270000,2018,5,Stonnington City Council
MARIBYRNONG,3,h,965000,2018,4,Maribyrnong City Council
MELBOURNE,2,u,980000,2018,0,Melbourne City Council
MELTON,3,h,400000,2018,31,Melton City Council
MELTON SOUTH,3,h,381000,2018,29,Melton City Council
MELTON WEST,3,h,420000,2018,31,Melton City Council
MENTONE,2,t,946000,2018,20,Kingston City Council
MENTONE,1,u,290000,2018,20,Kingston City Council
MERNDA,3,h,585000,2018,25,Whittlesea City Council
MERNDA,4,h,630000,2018,25,Whittlesea City Council
MERNDA,3,h,520000,2018,25,Whittlesea City Council
MILL PARK,5,h,1275000,2018,17,Whittlesea City Council
MILL PARK,3,t,502000,2018,17,Whittlesea City Council
MILL PARK,3,h,778500,2018,17,Whittlesea City Council
MILL PARK,4,h,760000,2018,17,Whittlesea City Council
MILL PARK,3,h,590000,2018,17,Whittlesea City Council
MILL PARK,3,h,644000,2018,17,Whittlesea City Council
MILL PARK,4,h,665000,2018,17,Whittlesea City Council
MILL PARK,5,h,750000,2018,17,Whittlesea City Council
MITCHAM,4,h,1457000,2018,17,Whitehorse City Council
MITCHAM,3,h,1190000,2018,17,Whitehorse City Council
MITCHAM,4,t,1140000,2018,17,Whitehorse City Council
MONTMORENCY,4,h,920000,2018,16,Banyule City Council
MONTMORENCY,2,t,700000,2018,16,Banyule City Council
MOONEE PONDS,4,h,1900000,2018,6,Moonee Valley City Council
MOONEE PONDS,3,h,950000,2018,6,Moonee Valley City Council
MORDIALLOC,3,h,1260000,2018,21,Kingston City Council
MOUNT WAVERLEY,3,h,1400000,2018,14,Monash City Council
MOUNT WAVERLEY,3,u,799000,2018,14,Monash City Council
MOUNT WAVERLEY,3,h,1650000,2018,14,Monash City Council
MULGRAVE,3,h,887000,2018,18,Monash City Council
NEWPORT,2,t,625000,2018,6,Hobsons Bay City Council
NEWPORT,4,h,1075000,2018,6,Hobsons Bay City Council
NEWPORT,2,h,875000,2018,6,Hobsons Bay City Council
NIDDRIE,2,h,865000,2018,10,Moonee Valley City Council
NIDDRIE,3,h,720000,2018,10,Moonee Valley City Council
NIDDRIE,3,t,780000,2018,10,Moonee Valley City Council
NOBLE PARK,3,h,550000,2018,22,Greater Dandenong City Council
NORTH MELBOURNE,1,u,300000,2018,1,Melbourne City Council
NORTHCOTE,2,h,1205000,2018,5,Darebin City Council
NORTHCOTE,2,t,730000,2018,5,Darebin City Council
NORTHCOTE,1,u,440000,2018,5,Darebin City Council
NORTHCOTE,3,h,1610000,2018,5,Darebin City Council
NUNAWADING,2,h,1200000,2018,15,Manningham City Council
OAK PARK,2,u,400000,2018,11,Moreland City Council
OAK PARK,2,t,647000,2018,11,Moreland City Council
OAKLEIGH SOUTH,4,h,1250000,2018,15,Kingston City Council
OAKLEIGH SOUTH,3,h,800000,2018,15,Kingston City Council
PARKDALE,3,u,1100000,2018,21,Kingston City Council
PARKDALE,3,u,955000,2018,21,Kingston City Council
PARKVILLE,4,h,2245000,2018,1,Melbourne City Council
PARKVILLE,1,u,460000,2018,1,Melbourne City Council
PASCOE VALE,3,t,640000,2018,8,Moreland City Council
PASCOE VALE,2,h,550000,2018,8,Moreland City Council
PASCOE VALE,3,t,680000,2018,8,Moreland City Council
PASCOE VALE,2,h,845000,2018,8,Moreland City Council
PASCOE VALE,2,t,540000,2018,8,Moreland City Council
PASCOE VALE,5,h,1321000,2018,8,Moreland City Council
POINT COOK,3,h,639000,2018,14,Wyndham City Council
POINT COOK,4,h,750000,2018,14,Wyndham City Council
POINT COOK,3,h,672000,2018,14,Wyndham City Council
PORT MELBOURNE,2,u,630000,2018,3,Melbourne City Council
PORT MELBOURNE,2,u,715000,2018,3,Melbourne City Council
PORT MELBOURNE,2,h,860000,2018,3,Melbourne City Council
PRAHRAN,3,h,1250000,2018,4,Stonnington City Council
PRAHRAN,1,u,472500,2018,4,Stonnington City Council
RESERVOIR,3,h,1003500,2018,12,Darebin City Council
RESERVOIR,3,u,630000,2018,12,Darebin City Council
RESERVOIR,3,h,820000,2018,12,Darebin City Council
RESERVOIR,3,h,872500,2018,12,Darebin City Council
RESERVOIR,3,t,731000,2018,12,Darebin City Council
RESERVOIR,3,u,595000,2018,12,Darebin City Council
RESERVOIR,2,u,400000,2018,12,Darebin City Council
RESERVOIR,3,t,650000,2018,12,Darebin City Council
RESERVOIR,2,t,570000,2018,12,Darebin City Council
RESERVOIR,3,h,720000,2018,12,Darebin City Council
RESERVOIR,3,h,735000,2018,12,Darebin City Council
RESERVOIR,3,h,690000,2018,12,Darebin City Council
RESERVOIR,2,u,580000,2018,12,Darebin City Council
RESERVOIR,3,h,725000,2018,12,Darebin City Council
RESERVOIR,3,u,560000,2018,12,Darebin City Council
RESERVOIR,3,h,705000,2018,12,Darebin City Council
RESERVOIR,3,h,785000,2018,12,Darebin City Council
RICHMOND,2,h,1200000,2018,2,Yarra City Council
RICHMOND,3,u,1210000,2018,2,Yarra City Council
RICHMOND,3,h,1740000,2018,2,Yarra City Council
RICHMOND,3,t,1260000,2018,2,Yarra City Council
RICHMOND,2,u,590000,2018,2,Yarra City Council
RINGWOOD,3,h,800000,2018,19,Maroondah City Council
RINGWOOD,4,h,845000,2018,19,Maroondah City Council
RINGWOOD,3,h,820000,2018,19,Maroondah City Council
RINGWOOD NORTH,4,h,930000,2018,19,Manningham City Council
ROSANNA,4,h,1120000,2018,8,Banyule City Council
ROSANNA,3,h,1450000,2018,8,Banyule City Council
ROWVILLE,4,h,1020000,2018,23,Knox City Council
ROXBURGH PARK,3,h,590000,2018,20,Hume City Council
ROXBURGH PARK,3,h,463500,2018,20,Hume City Council
SANDRINGHAM,3,h,2216000,2018,15,Bayside City Council
SCORESBY,3,h,805500,2018,22,Knox City Council
SEABROOK,3,h,675000,2018,15,Hobsons Bay City Council
SEAFORD,3,t,520000,2018,35,Frankston City Council
SEAFORD,2,h,525000,2018,35,Frankston City Council
SEDDON,4,h,930000,2018,5,Maribyrnong City Council
SOUTH KINGSVILLE,2,h,700100,2018,6,Hobsons Bay City Council
SOUTH KINGSVILLE,3,t,820000,2018,6,Hobsons Bay City Council
SOUTH MELBOURNE,2,u,655000,2018,1,Port Phillip City Council
SOUTH MORANG,3,h,616000,2018,20,Whittlesea City Council
SOUTH MORANG,3,h,558000,2018,20,Whittlesea City Council
SOUTH MORANG,4,h,895000,2018,20,Whittlesea City Council
SOUTH YARRA,2,u,775000,2018,2,Melbourne City Council
SPOTSWOOD,5,h,1545000,2018,6,Hobsons Bay City Council
ST ALBANS,4,h,690000,2018,14,Brimbank City Council
ST ALBANS,3,t,495000,2018,14,Brimbank City Council
ST ALBANS,4,h,612000,2018,14,Brimbank City Council
ST KILDA,1,u,631000,2018,5,Port Phillip City Council
STRATHMORE,4,h,1500000,2018,8,Moonee Valley City Council
STRATHMORE,5,h,1350000,2018,8,Moonee Valley City Council
STRATHMORE,4,h,1200000,2018,8,Moonee Valley City Council
SUNBURY,3,h,593000,2018,31,Hume City Council
SUNBURY,5,h,780000,2018,31,Hume City Council
SUNSHINE,4,h,900000,2018,10,Brimbank City Council
SUNSHINE,3,h,600000,2018,10,Brimbank City Council
SUNSHINE,3,h,730000,2018,10,Brimbank City Council
SUNSHINE,3,h,747000,2018,10,Brimbank City Council
SUNSHINE NORTH,3,h,666000,2018,10,Brimbank City Council
SUNSHINE NORTH,4,h,630000,2018,10,Brimbank City Council
SUNSHINE NORTH,3,h,665000,2018,10,Brimbank City Council
SUNSHINE NORTH,3,h,780000,2018,10,Brimbank City Council
SUNSHINE WEST,3,h,790000,2018,10,Brimbank City Council
SUNSHINE WEST,3,h,630000,2018,10,Brimbank City Council
SUNSHINE WEST,3,h,650000,2018,10,Brimbank City Council
SURREY HILLS,2,u,883000,2018,10,Boroondara City Council
SURREY HILLS,2,u,675000,2018,10,Boroondara City Council
SURREY HILLS,2,u,508000,2018,10,Boroondara City Council
SURREY HILLS,3,h,1480000,2018,10,Boroondara City Council
SYDENHAM,3,h,515000,2018,18,Brimbank City Council
TARNEIT,4,h,621500,2018,18,Wyndham City Council
TAYLORS LAKES,3,h,725000,2018,15,Brimbank City Council
TAYLORS LAKES,4,h,1050000,2018,15,Brimbank City Council
TAYLORS LAKES,4,h,695000,2018,15,Brimbank City Council
TAYLORS LAKES,4,h,915000,2018,15,Brimbank City Council
TEMPLESTOWE,4,h,1210000,2018,15,Manningham City Council
TEMPLESTOWE LOWER,4,h,1150000,2018,12,Manningham City Council
THOMASTOWN,3,h,772000,2018,15,Whittlesea City Council
THOMASTOWN,3,h,610000,2018,15,Whittlesea City Council
THOMASTOWN,3,h,730000,2018,15,Whittlesea City Council
THORNBURY,4,h,1400250,2018,7,Darebin City Council
TOORAK,2,u,430000,2018,4,Stonnington City Council
TULLAMARINE,3,t,595000,2018,12,Brimbank City Council
TULLAMARINE,3,h,750000,2018,12,Brimbank City Council
TULLAMARINE,3,h,700000,2018,12,Brimbank City Council
VIEWBANK,4,h,940000,2018,8,Banyule City Council
VIEWBANK,3,t,695000,2018,8,Banyule City Council
VIEWBANK,3,h,1070000,2018,8,Banyule City Council
VIEWBANK,4,h,560000,2018,8,Banyule City Council
WALLAN,3,u,415000,2018,44,Mitchell Shire Council
WANTIRNA SOUTH,4,h,1580000,2018,14,Knox City Council
WATSONIA,4,h,860000,2018,14,Banyule City Council
WATSONIA,3,h,790000,2018,14,Banyule City Council
WATSONIA NORTH,3,h,750000,2018,14,Banyule City Council
WATSONIA NORTH,3,h,680000,2018,14,Banyule City Council
WERRIBEE,4,h,517000,2018,14,Wyndham City Council
WERRIBEE,3,h,395000,2018,14,Wyndham City Council
WERRIBEE,3,h,460000,2018,14,Wyndham City Council
WERRIBEE,2,u,377500,2018,14,Wyndham City Council
WEST FOOTSCRAY,5,h,1046000,2018,6,Maribyrnong City Council
WEST FOOTSCRAY,3,h,800000,2018,6,Maribyrnong City Council
WEST FOOTSCRAY,2,h,857000,2018,6,Maribyrnong City Council
WEST FOOTSCRAY,2,h,1171000,2018,6,Maribyrnong City Council
WESTMEADOWS,5,h,730000,2018,16,Hume City Council
WHEELERS HILL,3,h,920000,2018,16,Monash City Council
WILLIAMSTOWN,3,h,1215000,2018,6,Hobsons Bay City Council
WILLIAMSTOWN,3,h,1050000,2018,6,Hobsons Bay City Council
WILLIAMSTOWN NORTH,3,h,1300000,2018,6,Hobsons Bay City Council
WOLLERT,3,h,500000,2018,25,Whittlesea City Council
WYNDHAM VALE,3,h,511000,2018,27,Wyndham City Council
YARRAVILLE,2,h,1215000,2018,6,Maribyrnong City Council
YARRAVILLE,3,h,890000,2018,6,Maribyrnong City Council
YARRAVILLE,2,u,512000,2018,6,Maribyrnong City Council
AIRPORT WEST,4,h,925000,2018,10,Moonee Valley City Council
ALBERT PARK,4,h,2305000,2018,3,Port Phillip City Council
ALBERT PARK,3,h,2740000,2018,3,Port Phillip City Council
ALTONA NORTH,3,t,685000,2018,9,Hobsons Bay City Council
ARDEER,3,u,500000,2018,12,Brimbank City Council
ARMADALE,3,u,950000,2018,6,Stonnington City Council
ASCOT VALE,3,h,1002000,2018,4,Moonee Valley City Council
ASCOT VALE,2,h,830000,2018,4,Moonee Valley City Council
ASHBURTON,3,h,1750000,2018,10,Boroondara City Council
ASPENDALE,4,t,1280000,2018,21,Kingston City Council
ASPENDALE GARDENS,2,u,611000,2018,21,Kingston City Council
AVONDALE HEIGHTS,3,h,680000,2018,9,Moonee Valley City Council
AVONDALE HEIGHTS,3,h,835000,2018,9,Moonee Valley City Council
BALACLAVA,2,u,625000,2018,6,Port Phillip City Council
BALWYN NORTH,4,h,1480000,2018,9,Boroondara City Council
BEAUMARIS,3,h,1451000,2018,17,Bayside City Council
BENTLEIGH EAST,3,h,1100000,2018,13,Glen Eira City Council
BENTLEIGH EAST,3,h,1160000,2018,13,Glen Eira City Council
BENTLEIGH EAST,3,h,1415000,2018,13,Glen Eira City Council
BENTLEIGH EAST,3,h,1235000,2018,13,Glen Eira City Council
BENTLEIGH EAST,2,u,910000,2018,13,Glen Eira City Council
BENTLEIGH EAST,3,h,1120000,2018,13,Glen Eira City Council
BENTLEIGH EAST,3,h,980000,2018,13,Glen Eira City Council
BENTLEIGH EAST,3,h,1058888,2018,13,Glen Eira City Council
BERWICK,4,h,720000,2018,35,Casey City Council
BLACK ROCK,2,u,805000,2018,17,Bayside City Council
BLACK ROCK,2,h,1210000,2018,17,Bayside City Council
BLACKBURN,3,u,945000,2018,13,Whitehorse City Council
BORONIA,3,h,820000,2018,25,Knox City Council
BRAYBROOK,3,h,750000,2018,8,Maribyrnong City Council
BRIAR HILL,3,h,790000,2018,16,Banyule City Council
BRIAR HILL,3,h,1247500,2018,16,Banyule City Council
BRIAR HILL,4,h,750000,2018,16,Banyule City Council
